CustomerID,Type_of_customer,Build_Distribution,Version_Distribution,Software_Edition,OS_Distribution,RAM_Distribution,PC_Type,CPU_Cores,Country,Date_of_Onboard
31695,Best Customer,Build 232,Version 10.2,High,MS Win 7, > 6 GB,Desktop,1 Core,GB,1/18/2015
89112,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,GB,3/23/2015
86774,New Client,Build 232,Version 9.4,High,MS Win Server 2003, > 6 GB,Desktop,8 Cores,GB,3/31/2015
95998,New Client,Build 410,Version 7.1,High,MS Win 7,>4GB & <= 6 GB,Mobile,4 Cores,DE,1/10/2015
47581,One time user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,GB,2/27/2015
55772,Best Customer,Build 232,Version 7.1,Lite,MS Win Server 2008,>512 MB  & <= 1 GB,Mobile,1 Core,US,1/9/2015
7482,One time user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,8 Cores,DE,2/3/2015
96000,One time user,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Mobile,1 Core,AU,2/13/2015
22159,One time user,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,US,1/11/2015
62967,Best Customer,Build 380,Version 8.3,Standard,MS Win 7, > 6 GB,Desktop,4 Cores,DE,2/16/2015
69343,Best Customer,Build 232,Version 10.2,High,MS Win Server 2003, > 6 GB,Desktop,4 Cores,AU,3/22/2015
60897,One time user,Build 232,Version 7.1,High,MS Win Server 2003, <= 512 MB,Laptop,2 Cores,AU,3/8/2015
85652,Best Customer,Build 380,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,DE,1/24/2015
61674,One time user,Build 410,Version 7.1,Standard,MS Win Server 2003,>512 MB  & <= 1 GB,Laptop,8 Cores,GB,2/14/2015
82328,Best Customer,Build 232,Version 10.2,Standard,MS Win Server 2008, > 6 GB,Mobile,4 Cores,AU,3/14/2015
82770,Best Customer,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,1 Core,AU,1/6/2015
58490,Best Customer,Build 232,Version 8.3,Standard,MS Win 7,>512 MB  & <= 1 GB,Desktop,8 Cores,GB,4/1/2015
15864,Best Customer,Build 410,Version 7.1,Standard,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,US,1/3/2015
37252,One time user,Build 410,Version 7.1,High,MS Win 7,>4GB & <= 6 GB,Desktop,4 Cores,GB,1/14/2015
24149,One time user,Build 232,Version 10.2,High,MS Win Server 2003, > 6 GB,Desktop,2 Cores,FR,3/27/2015
9377,New Client,Build 380,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,GB,1/24/2015
81432,One time user,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,3/8/2015
182,One time user,Build 410,Version 7.1,High,MS Win XP, > 6 GB,Laptop,4 Cores,JP,3/19/2015
44714,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,4 Cores,AU,2/25/2015
61750,Best Customer,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,8 Cores,AU,3/5/2015
11521,One time user,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Mobile,1 Core,AU,2/14/2015
2093,Former Best,Build 410,Version 7.1,High,MS Win XP,>2GB & <= 4 GB,Desktop,1 Core,AU,1/30/2015
44088,Former Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,US,1/2/2015
15904,New Client,Build 232,Version 7.1,Standard,MS Win Server 2008,>2GB & <= 4 GB,Desktop,8 Cores,GB,1/15/2015
67055,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2003,>1GB & <= 2 GB,Laptop,1 Core,JP,2/14/2015
4578,Best Customer,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,2/6/2015
27082,Former Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,AU,1/15/2015
64617,One time user,Build 232,Version 8.3,Lite,MS Win Server 2003, > 6 GB,Desktop,1 Core,AU,3/7/2015
68842,Best Customer,Build 410,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,US,1/30/2015
54811,Former Best,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Mobile,1 Core,DE,2/19/2015
98829,One time user,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Mobile,4 Cores,US,3/5/2015
90450,One time user,Build 410,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,DE,1/23/2015
9737,Best Customer,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,2 Cores,AU,3/20/2015
26584,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,2/24/2015
43969,Best Customer,Build 410,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,DE,3/4/2015
11830,Former Best,Build 232,Version 8.3,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,US,2/3/2015
41504,Best Customer,Build 999,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,US,1/4/2015
89755,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,AU,1/29/2015
76264,New Client,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,AU,2/18/2015
85687,Former Best,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,DE,3/3/2015
8675,Former Best,Build 232,Version 9.4,High,MS Win 7, > 6 GB,Desktop,1 Core,AU,3/14/2015
46874,Former Best,Build 410,Version 8.3,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,DE,3/31/2015
37576,Former Best,Build 999,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,US,2/25/2015
67693,Best Customer,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,AU,2/5/2015
74225,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,US,3/5/2015
46710,One time user,Build 232,Version 7.1,Standard,MS Win Server 2003,>1GB & <= 2 GB,Desktop,1 Core,US,3/6/2015
45917,Best Customer,Build 410,Version 10.2,High,MS Win Server 2003, > 6 GB,Desktop,2 Cores,GB,2/19/2015
12723,Best Customer,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Mobile,4 Cores,US,1/19/2015
12467,One time user,Build 410,Version 7.1,Standard,MS Win Server 2008,>2GB & <= 4 GB,Laptop,1 Core,US,2/21/2015
97848,One time user,Build 410,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,US,2/3/2015
32600,One time user,Build 410,Version 7.1,High,MS Win XP, > 6 GB,Desktop,8 Cores,DE,1/23/2015
25461,Best Customer,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,ES,3/12/2015
93695,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,GB,2/26/2015
15727,One time user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,FR,2/24/2015
51229,One time user,Build 232,Version 7.1,Standard,MS Win 7, > 6 GB,Desktop,1 Core,US,2/18/2015
15972,Best Customer,Build 410,Version 10.2,High,MS Win 7, > 6 GB,Desktop,1 Core,AU,3/24/2015
66654,Best Customer,Build 232,Version 7.1,Standard,MS Win 7, > 6 GB,Desktop,1 Core,DE,3/21/2015
10447,One time user,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Mobile,1 Core,DE,2/27/2015
54652,New Client,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,JP,1/5/2015
25903,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2003,>4GB & <= 6 GB,Laptop,1 Core,DE,1/24/2015
93545,Former Best,Build 232,Version 8.3,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,US,2/22/2015
43832,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003,>2GB & <= 4 GB,Desktop,1 Core,GB,2/26/2015
55959,Best Customer,Build 232,Version 7.1,Standard,MS Win 7, > 6 GB,Desktop,1 Core,US,1/14/2015
57672,Best Customer,Build 410,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,2 Cores,GB,2/7/2015
90165,Best Customer,Build 410,Version 7.1,High,MS Win Server 2003,>1GB & <= 2 GB,Desktop,1 Core,US,3/29/2015
68941,Best Customer,Build 232,Version 10.2,Standard,MS Win XP, > 6 GB,Laptop,1 Core,GB,3/26/2015
74557,Former Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,DE,1/9/2015
3832,Best Customer,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,2 Cores,DE,2/21/2015
40526,Best Customer,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,AU,2/10/2015
98846,Best Customer,Build 380,Version 7.1,High,MS Win Server 2003, > 6 GB,Mobile,1 Core,US,1/9/2015
39226,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,GB,1/11/2015
71170,Former Best,Build 232,Version 7.1,Lite,MS Win Server 2008,>1GB & <= 2 GB,Desktop,1 Core,AU,3/2/2015
14411,New Client,Build 410,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,8 Cores,AU,2/11/2015
43483,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,2 Cores,AU,3/25/2015
84083,Best Customer,Build 410,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,8 Cores,DE,1/20/2015
54279,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Mobile,1 Core,US,2/22/2015
65477,New Client,Build 232,Version 8.3,High,MS Win Server 2003,>2GB & <= 4 GB,Desktop,1 Core,JP,3/16/2015
49973,Best Customer,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,GB,1/25/2015
60415,One time user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,FR,1/3/2015
50009,New Client,Build 232,Version 8.3,High,MS Win Server 2003,>512 MB  & <= 1 GB,Laptop,1 Core,DE,1/28/2015
91824,New Client,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,4 Cores,US,3/2/2015
45577,Former Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,GB,2/12/2015
47130,One time user,Build 232,Version 10.2,High,MS Win Server 2003, > 6 GB,Desktop,8 Cores,AU,2/5/2015
41140,New Client,Build 380,Version 10.2,High,MS Win 7, > 6 GB,Desktop,1 Core,DE,1/9/2015
6243,Best Customer,Build 232,Version 8.3,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,1/13/2015
10789,Former Best,Build 232,Version 8.3,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,JP,2/14/2015
91785,Former Best,Build 999,Version 7.1,High,MS Win Server 2003, > 6 GB,Mobile,8 Cores,GB,2/15/2015
87267,One time user,Build 232,Version 7.1,Standard,MS Win Server 2008,>512 MB  & <= 1 GB,Laptop,1 Core,DE,1/28/2015
50949,New Client,Build 410,Version 7.1,High,MS Win 7, > 6 GB,Desktop,8 Cores,GB,1/23/2015
69561,Former Best,Build 999,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,US,3/10/2015
7787,Former Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,AU,2/22/2015
92366,Best Customer,Build 232,Version 8.3,High,MS Win Server 2003,>2GB & <= 4 GB,Laptop,1 Core,JP,2/6/2015
32513,Former Best,Build 232,Version 7.1,Lite,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,3/8/2015
13146,New Client,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,4 Cores,DE,1/13/2015
11470,One time user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,DE,3/4/2015
57445,Former Best,Build 410,Version 9.4,High,MS Win XP, > 6 GB,Laptop,1 Core,AU,2/16/2015
83880,Former Best,Build 999,Version 8.3,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,8 Cores,DE,1/2/2015
27921,One time user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,DE,1/4/2015
28322,Former Best,Build 232,Version 7.1,Standard,MS Win 7, > 6 GB,Desktop,8 Cores,DE,3/5/2015
57543,Best Customer,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,GB,2/14/2015
32075,One time user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,US,3/23/2015
42502,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Mobile,1 Core,US,1/16/2015
75845,Former Best,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Mobile,2 Cores,AU,2/19/2015
39920,Best Customer,Build 380,Version 7.1,Standard,MS Win Server 2003,>1GB & <= 2 GB,Desktop,1 Core,US,2/24/2015
9460,Best Customer,Build 410,Version 7.1,Standard,MS Win 7, > 6 GB,Desktop,1 Core,FR,1/22/2015
73100,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, <= 512 MB,Desktop,1 Core,AU,1/25/2015
93114,One time user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,FR,2/16/2015
21592,Best Customer,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,1/27/2015
42157,New Client,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,8 Cores,DE,2/19/2015
80126,Best Customer,Build 410,Version 7.1,Lite,MS Win Server 2008, > 6 GB,Laptop,1 Core,ES,3/8/2015
86479,One time user,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,4 Cores,GB,1/29/2015
20001,One time user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,US,2/1/2015
97896,One time user,Build 232,Version 10.2,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,AU,3/22/2015
35601,One time user,Build 410,Version 10.2,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,US,2/13/2015
41098,Best Customer,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Laptop,1 Core,AU,1/29/2015
68965,Best Customer,Build 232,Version 10.2,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,FR,1/27/2015
74539,Best Customer,Build 410,Version 7.1,Standard,MS Win 7, > 6 GB,Desktop,1 Core,DE,2/1/2015
60443,Best Customer,Build 999,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Mobile,1 Core,DE,2/21/2015
72697,Former Best,Build 410,Version 10.2,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,US,3/26/2015
7474,Former Best,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,2/18/2015
51806,Best Customer,Build 410,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,US,2/11/2015
93503,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2008,>4GB & <= 6 GB,Desktop,8 Cores,AU,3/23/2015
56377,New Client,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Mobile,1 Core,AU,2/19/2015
22681,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,8 Cores,US,1/9/2015
46216,One time user,Build 232,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,DE,3/20/2015
94141,Best Customer,Build 232,Version 10.2,High,MS Win Server 2008, > 6 GB,Desktop,4 Cores,AU,2/16/2015
93510,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,AU,2/11/2015
85823,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2003,>2GB & <= 4 GB,Mobile,1 Core,US,1/12/2015
45389,Former Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,AU,3/18/2015
35928,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Mobile,4 Cores,AU,3/14/2015
24418,New Client,Build 232,Version 7.1,High,MS Win 7,>1GB & <= 2 GB,Laptop,2 Cores,AU,1/6/2015
7926,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003,>1GB & <= 2 GB,Laptop,2 Cores,GB,3/17/2015
12493,One time user,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Mobile,1 Core,DE,3/16/2015
85958,Former Best,Build 232,Version 7.1,Lite,MS Win Server 2003, > 6 GB,Desktop,1 Core,US,2/3/2015
19037,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Mobile,4 Cores,FR,3/7/2015
1578,New Client,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,8 Cores,DE,3/11/2015
53845,Best Customer,Build 380,Version 7.1,Lite,MS Win Server 2003, > 6 GB,Mobile,1 Core,DE,1/30/2015
61936,New Client,Build 380,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Mobile,1 Core,AU,2/2/2015
60883,One time user,Build 232,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,DE,2/3/2015
689,Best Customer,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,2/5/2015
73344,Former Best,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,JP,2/5/2015
78570,Best Customer,Build 410,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Laptop,1 Core,US,2/3/2015
62948,Former Best,Build 380,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,DE,3/31/2015
18348,Former Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,AU,2/3/2015
44870,Former Best,Build 232,Version 7.1,High,MS Win Server 2003,>1GB & <= 2 GB,Laptop,1 Core,AU,3/13/2015
43161,Former Best,Build 232,Version 7.1,Lite,MS Win Server 2003, > 6 GB,Desktop,8 Cores,DE,3/24/2015
83586,Former Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,US,3/28/2015
27514,One time user,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,AU,2/14/2015
43869,Former Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,FR,2/25/2015
27310,Best Customer,Build 380,Version 8.3,High,MS Win XP, > 6 GB,Desktop,1 Core,AU,3/19/2015
10256,Best Customer,Build 999,Version 8.3,High,MS Win 7,>1GB & <= 2 GB,Laptop,1 Core,AU,2/24/2015
23740,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,8 Cores,US,1/10/2015
97308,Best Customer,Build 410,Version 7.1,High,MS Win Server 2008,>1GB & <= 2 GB,Desktop,4 Cores,US,2/17/2015
97469,New Client,Build 232,Version 7.1,Standard,MS Win Server 2003,>1GB & <= 2 GB,Desktop,1 Core,DE,2/25/2015
52606,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, <= 512 MB,Laptop,1 Core,DE,1/13/2015
83923,One time user,Build 410,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,FR,3/13/2015
46234,New Client,Build 410,Version 7.1,High,MS Win Server 2003,>1GB & <= 2 GB,Desktop,1 Core,AU,3/30/2015
14536,Former Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,DE,1/14/2015
16704,Best Customer,Build 380,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,US,1/30/2015
59016,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,4 Cores,US,2/22/2015
16248,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,DE,3/15/2015
33226,Best Customer,Build 410,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,2 Cores,DE,3/25/2015
96379,Best Customer,Build 410,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,8 Cores,AU,3/4/2015
50764,Former Best,Build 410,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Desktop,1 Core,FR,1/20/2015
94837,Former Best,Build 232,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Desktop,1 Core,AU,3/27/2015
37756,Best Customer,Build 410,Version 7.1,Standard,MS Win 7, > 6 GB,Desktop,2 Cores,DE,3/27/2015
4735,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,DE,2/1/2015
40705,Former Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,JP,3/30/2015
81937,Former Best,Build 232,Version 7.1,High,MS Win Server 2008, <= 512 MB,Desktop,1 Core,FR,2/15/2015
25036,Former Best,Build 410,Version 7.1,Standard,MS Win Server 2008,>2GB & <= 4 GB,Laptop,1 Core,AU,1/7/2015
63781,New Client,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,2/27/2015
56914,Best Customer,Build 410,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,AU,2/16/2015
72997,New Client,Build 232,Version 7.1,Standard,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,GB,1/8/2015
84203,Former Best,Build 380,Version 8.3,High,MS Win Server 2003, > 6 GB,Desktop,8 Cores,AU,1/30/2015
14821,New Client,Build 410,Version 8.3,Lite,MS Win Server 2003, > 6 GB,Laptop,1 Core,DE,2/28/2015
90571,Former Best,Build 410,Version 9.4,Standard,MS Win Server 2008, > 6 GB,Laptop,1 Core,FR,1/23/2015
13759,Former Best,Build 232,Version 10.2,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,3/22/2015
10388,Best Customer,Build 232,Version 9.4,Standard,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,AU,1/29/2015
9935,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,US,3/16/2015
96594,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,4 Cores,DE,3/13/2015
62125,Best Customer,Build 232,Version 8.3,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,DE,1/2/2015
68577,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,US,2/13/2015
46379,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,DE,3/14/2015
22383,One time user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,DE,1/29/2015
56544,New Client,Build 410,Version 7.1,Lite,MS Win Server 2008, <= 512 MB,Desktop,2 Cores,GB,1/30/2015
5269,One time user,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Laptop,1 Core,DE,1/22/2015
34730,Best Customer,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,US,1/16/2015
46504,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003,>1GB & <= 2 GB,Desktop,1 Core,DE,1/15/2015
25827,New Client,Build 232,Version 8.3,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,DE,3/7/2015
99635,Best Customer,Build 410,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Desktop,1 Core,GB,3/6/2015
6230,Best Customer,Build 232,Version 7.1,High,MS Win 7,>1GB & <= 2 GB,Desktop,1 Core,FR,1/14/2015
24385,Best Customer,Build 232,Version 8.3,Standard,MS Win Server 2003, > 6 GB,Mobile,1 Core,DE,2/20/2015
82708,Best Customer,Build 380,Version 7.1,High,MS Win 7,>4GB & <= 6 GB,Desktop,1 Core,FR,2/24/2015
73739,Best Customer,Build 232,Version 8.3,Standard,MS Win Server 2008, > 6 GB,Mobile,1 Core,AU,1/20/2015
11411,One time user,Build 232,Version 7.1,High,MS Win Server 2008,>1GB & <= 2 GB,Desktop,1 Core,US,3/28/2015
51082,Former Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,1/6/2015
47897,Best Customer,Build 410,Version 7.1,High,MS Win 7, > 6 GB,Desktop,1 Core,AU,2/5/2015
83291,New Client,Build 999,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,4 Cores,DE,1/13/2015
97042,Best Customer,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Laptop,1 Core,AU,1/18/2015
36537,One time user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Mobile,1 Core,DE,1/11/2015
92490,Former Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,2/21/2015
50729,Best Customer,Build 232,Version 7.1,Standard,MS Win XP, > 6 GB,Desktop,2 Cores,AU,3/30/2015
54590,Former Best,Build 232,Version 7.1,Standard,MS Win Server 2003,>2GB & <= 4 GB,Desktop,1 Core,AU,1/25/2015
25460,Best Customer,Build 410,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,DE,2/28/2015
83837,Best Customer,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,8 Cores,GB,3/13/2015
80954,New Client,Build 410,Version 7.1,Standard,MS Win 7,>4GB & <= 6 GB,Desktop,1 Core,AU,3/30/2015
77126,New Client,Build 410,Version 7.1,High,MS Win XP,>4GB & <= 6 GB,Desktop,2 Cores,DE,2/2/2015
44543,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Mobile,1 Core,GB,3/4/2015
23639,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,US,2/17/2015
43033,Former Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,US,1/2/2015
56316,One time user,Build 232,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,JP,1/28/2015
69919,Former Best,Build 232,Version 8.3,Lite,MS Win Server 2003, > 6 GB,Desktop,4 Cores,DE,3/30/2015
44537,One time user,Build 410,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Laptop,8 Cores,DE,3/31/2015
82086,Best Customer,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Laptop,1 Core,AU,2/4/2015
10049,Former Best,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Laptop,1 Core,DE,3/18/2015
93628,Former Best,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,US,3/5/2015
42424,Former Best,Build 232,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,AU,3/24/2015
52959,Former Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,GB,1/15/2015
85899,Best Customer,Build 232,Version 10.2,High,MS Win XP, > 6 GB,Mobile,1 Core,GB,1/6/2015
69473,Best Customer,Build 232,Version 7.1,Standard,MS Win 7,>512 MB  & <= 1 GB,Laptop,8 Cores,JP,2/27/2015
66037,One time user,Build 232,Version 9.4,High,MS Win Server 2008,>2GB & <= 4 GB,Mobile,1 Core,DE,3/26/2015
32040,New Client,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Mobile,1 Core,DE,1/9/2015
