,CustomerID,Type_of_customer,Build_Distribution,Version_Distribution,Software_Edition,OS_Distribution,RAM_Distribution,PC_Type,CPU_Cores,Country,Date_of_Onboard
1471,42735,Best_Customer,Build 999,Version 7.1,High,MS Win XP,>2GB & <= 4 GB,Desktop,1 Core,Australia,3/25/2015
1472,56169,Best_Customer,Build 380,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,3/17/2015
1473,66821,Former_Best,Build 410,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,Australia,1/11/2015
1474,8271,One_time_user,Build 410,Version 7.1,High,MS Win Server 2008,>1GB & <= 2 GB,Desktop,1 Core,Australia,3/16/2015
1475,57330,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,2 Cores,United Kingdom,2/28/2015
1476,30867,Former_Best,Build 410,Version 7.1,Standard,MS Win 7, > 6 GB,Laptop,8 Cores,Australia,2/14/2015
1477,59044,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Australia,2/6/2015
1478,72,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,3/11/2015
1479,69713,Former_Best,Build 380,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,1/15/2015
1480,63794,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2003,>2GB & <= 4 GB,Desktop,1 Core,United Kingdom,2/27/2015
1481,26131,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008, <= 512 MB,Desktop,1 Core,United Kingdom,1/12/2015
1482,53678,Best_Customer,Build 232,Version 7.1,Standard,MS Win 7,>4GB & <= 6 GB,Laptop,2 Cores,United Kingdom,3/7/2015
1483,38416,New_Client,Build 232,Version 10.2,Standard,MS Win Server 2003,>1GB & <= 2 GB,Desktop,1 Core,United Kingdom,4/1/2015
1484,51336,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Australia,2/10/2015
1485,2507,Best_Customer,Build 380,Version 7.1,High,MS Win XP, > 6 GB,Desktop,8 Cores,United Kingdom,2/10/2015
1486,63658,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United Kingdom,1/7/2015
1487,9921,One_time_user,Build 232,Version 10.2,Lite,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,Japan,1/9/2015
1488,78732,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Germany,1/17/2015
1489,50706,Best_Customer,Build 410,Version 7.1,Lite,MS Win Server 2008, > 6 GB,Laptop,8 Cores,Germany,1/27/2015
1490,5160,Best_Customer,Build 410,Version 10.2,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,United States,1/26/2015
1491,55237,One_time_user,Build 232,Version 10.2,High,MS Win XP,>512 MB  & <= 1 GB,Laptop,1 Core,United States,2/19/2015
1492,48877,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,1/4/2015
1493,16808,Former_Best,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,France,2/27/2015
1494,61749,One_time_user,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,3/22/2015
1495,95000,Best_Customer,Build 410,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,Germany,3/18/2015
1496,97130,Former_Best,Build 232,Version 8.3,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,France,2/10/2015
1497,55847,Former_Best,Build 410,Version 7.1,Standard,MS Win 7,>512 MB  & <= 1 GB,Desktop,2 Cores,United States,2/25/2015
1498,74513,One_time_user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,Germany,2/19/2015
1499,76088,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,United Kingdom,2/21/2015
1500,13459,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,1/31/2015
1501,23677,Best_Customer,Build 999,Version 7.1,Standard,MS Win Server 2008,>4GB & <= 6 GB,Laptop,1 Core,Germany,3/1/2015
1502,15971,Best_Customer,Build 410,Version 7.1,High,MS Win 7, > 6 GB,Desktop,1 Core,Germany,2/14/2015
1503,40349,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,Germany,1/19/2015
1504,72940,Former_Best,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,3/28/2015
1505,86279,One_time_user,Build 410,Version 10.2,Standard,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,Australia,3/27/2015
1506,58093,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008,>1GB & <= 2 GB,Mobile,2 Cores,Germany,2/8/2015
1507,29138,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,3/5/2015
1508,88688,One_time_user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,United Kingdom,2/26/2015
1509,52075,One_time_user,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,4 Cores,Australia,3/3/2015
1510,37265,Best_Customer,Build 232,Version 10.2,High,MS Win Server 2008,>2GB & <= 4 GB,Laptop,1 Core,Germany,2/20/2015
1511,87281,Best_Customer,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,4 Cores,France,2/20/2015
1512,56351,Former_Best,Build 410,Version 7.1,Lite,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,2/12/2015
1513,14107,Best_Customer,Build 232,Version 10.2,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,3/3/2015
1514,97087,Best_Customer,Build 999,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,2/16/2015
1515,49816,Best_Customer,Build 410,Version 8.3,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,Australia,3/5/2015
1516,44052,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,2 Cores,United Kingdom,3/31/2015
1517,22783,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,2/14/2015
1518,75034,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,3/18/2015
1519,82025,One_time_user,Build 380,Version 10.2,Lite,MS Win Server 2008, > 6 GB,Desktop,1 Core,Australia,3/19/2015
1520,62565,One_time_user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,Australia,3/29/2015
1521,56029,One_time_user,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,1 Core,Australia,3/28/2015
1522,49014,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Desktop,1 Core,Australia,3/18/2015
1523,45706,New_Client,Build 410,Version 8.3,High,MS Win Server 2003, > 6 GB,Laptop,8 Cores,Germany,3/14/2015
1524,4971,Former_Best,Build 232,Version 7.1,High,MS Win XP,>4GB & <= 6 GB,Desktop,1 Core,United States,1/15/2015
1525,17734,One_time_user,Build 380,Version 7.1,High,MS Win XP,>4GB & <= 6 GB,Desktop,1 Core,Germany,3/7/2015
1526,90475,Best_Customer,Build 232,Version 8.3,Lite,MS Win Server 2003,>4GB & <= 6 GB,Laptop,8 Cores,Australia,1/10/2015
1527,7145,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,Germany,3/5/2015
1528,9784,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,8 Cores,United Kingdom,2/2/2015
1529,2124,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,4 Cores,Germany,3/25/2015
1530,63833,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,2 Cores,United States,1/4/2015
1531,31601,Best_Customer,Build 232,Version 8.3,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,United States,1/15/2015
1532,50567,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003,>1GB & <= 2 GB,Laptop,4 Cores,Australia,1/23/2015
1533,75182,Best_Customer,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,Australia,3/22/2015
1534,33680,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,2 Cores,United States,3/30/2015
1535,10335,Best_Customer,Build 999,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,2 Cores,United States,2/11/2015
1536,10817,Best_Customer,Build 232,Version 7.1,High,MS Win 7,>4GB & <= 6 GB,Laptop,1 Core,United States,2/17/2015
1537,18874,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Desktop,1 Core,Germany,2/23/2015
1538,67613,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Germany,2/14/2015
1539,15714,New_Client,Build 232,Version 7.1,Standard,MS Win XP, > 6 GB,Desktop,1 Core,United States,3/10/2015
1540,82199,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,2/21/2015
1541,92755,Former_Best,Build 380,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,4 Cores,Germany,4/1/2015
1542,33096,New_Client,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Germany,1/20/2015
1543,73895,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,4 Cores,Australia,2/27/2015
1544,89402,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,2 Cores,United States,3/29/2015
1545,34595,Best_Customer,Build 999,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United Kingdom,3/29/2015
1546,47261,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,2 Cores,United States,3/10/2015
1547,8926,One_time_user,Build 232,Version 8.3,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Australia,3/2/2015
1548,20175,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Desktop,1 Core,Japan,1/18/2015
1549,62283,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,2/17/2015
1550,23944,Best_Customer,Build 380,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,8 Cores,United Kingdom,2/10/2015
1551,65874,Best_Customer,Build 999,Version 10.2,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,2/27/2015
1552,53215,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,Germany,1/25/2015
1553,11808,Best_Customer,Build 232,Version 10.2,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,Australia,3/2/2015
1554,79010,One_time_user,Build 232,Version 7.1,Standard,MS Win Server 2003,>2GB & <= 4 GB,Mobile,1 Core,Australia,1/10/2015
1555,6600,Best_Customer,Build 380,Version 7.1,Standard,MS Win Server 2008,>2GB & <= 4 GB,Laptop,1 Core,Germany,4/1/2015
1556,75711,New_Client,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,Germany,2/8/2015
1557,23042,One_time_user,Build 232,Version 8.3,High,MS Win Server 2003,>4GB & <= 6 GB,Mobile,1 Core,Australia,1/29/2015
1558,23669,Best_Customer,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,Australia,2/14/2015
1559,23592,Former_Best,Build 232,Version 7.1,High,MS Win XP,>2GB & <= 4 GB,Desktop,1 Core,Germany,1/15/2015
1560,30519,Best_Customer,Build 232,Version 9.4,High,MS Win XP, > 6 GB,Desktop,1 Core,France,3/18/2015
1561,55510,Best_Customer,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,United Kingdom,2/16/2015
1562,55310,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Desktop,1 Core,Germany,2/4/2015
1563,5115,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,Germany,2/7/2015
1564,39743,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,United States,2/22/2015
1565,76871,Former_Best,Build 999,Version 10.2,Standard,MS Win Server 2008, > 6 GB,Laptop,1 Core,Germany,2/18/2015
1566,71537,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,3/9/2015
1567,96441,Former_Best,Build 410,Version 7.1,High,MS Win 7,>1GB & <= 2 GB,Desktop,1 Core,United Kingdom,3/9/2015
1568,92416,One_time_user,Build 232,Version 7.1,Standard,MS Win 7, > 6 GB,Desktop,1 Core,Australia,2/15/2015
1569,59816,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Desktop,8 Cores,United Kingdom,2/2/2015
1570,82669,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Laptop,1 Core,Japan,2/15/2015
1571,55592,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,United Kingdom,1/14/2015
1572,13208,New_Client,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,2 Cores,Australia,3/12/2015
1573,58763,Best_Customer,Build 232,Version 10.2,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,Australia,3/15/2015
1574,24055,Best_Customer,Build 999,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United Kingdom,2/5/2015
1575,34066,One_time_user,Build 232,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,United Kingdom,3/11/2015
1576,6309,New_Client,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,France,3/20/2015
1577,12246,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,1/20/2015
1578,20827,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,2 Cores,Germany,1/9/2015
1579,67394,Best_Customer,Build 232,Version 7.1,Lite,MS Win XP,>512 MB  & <= 1 GB,Laptop,2 Cores,United Kingdom,1/11/2015
1580,39120,New_Client,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,2/24/2015
1581,17711,One_time_user,Build 380,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,Germany,1/11/2015
1582,17807,New_Client,Build 232,Version 9.4,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United Kingdom,1/26/2015
1583,96861,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Mobile,4 Cores,United States,2/20/2015
1584,24640,New_Client,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Mobile,1 Core,Japan,3/16/2015
1585,64096,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2003,>1GB & <= 2 GB,Desktop,4 Cores,Australia,1/2/2015
1586,99157,Former_Best,Build 232,Version 7.1,Lite,MS Win 7, > 6 GB,Desktop,8 Cores,United States,2/19/2015
1587,29536,One_time_user,Build 232,Version 10.2,High,MS Win Server 2008, > 6 GB,Laptop,8 Cores,Germany,2/23/2015
1588,62267,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,2/8/2015
1589,39678,One_time_user,Build 380,Version 7.1,High,MS Win Server 2008,>1GB & <= 2 GB,Desktop,4 Cores,Spain,2/11/2015
1590,38558,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,France,3/4/2015
1591,41413,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,3/23/2015
1592,18207,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,2 Cores,United States,3/5/2015
1593,89752,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,Germany,2/23/2015
1594,45816,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,United States,2/19/2015
1595,15298,New_Client,Build 232,Version 8.3,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,2/23/2015
1596,74597,Former_Best,Build 410,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,Australia,2/20/2015
1597,87221,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,France,2/7/2015
1598,43921,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,3/6/2015
1599,16731,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Australia,2/22/2015
1600,57848,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,Germany,1/7/2015
1601,53848,One_time_user,Build 999,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United Kingdom,1/18/2015
1602,15113,Best_Customer,Build 232,Version 8.3,Standard,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,Australia,1/6/2015
1603,46185,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,Germany,2/12/2015
1604,267,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,8 Cores,United Kingdom,1/31/2015
1605,40324,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Laptop,4 Cores,Germany,2/26/2015
1606,57268,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,4 Cores,Australia,3/22/2015
1607,70382,One_time_user,Build 232,Version 7.1,Standard,MS Win Server 2008,>512 MB  & <= 1 GB,Mobile,4 Cores,United Kingdom,3/15/2015
1608,96684,New_Client,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,4 Cores,Australia,4/1/2015
1609,23019,Former_Best,Build 410,Version 7.1,Standard,MS Win Server 2008,>1GB & <= 2 GB,Desktop,8 Cores,United States,1/6/2015
1610,82351,Best_Customer,Build 232,Version 10.2,Lite,MS Win Server 2008, > 6 GB,Laptop,1 Core,United Kingdom,1/20/2015
1611,62085,Best_Customer,Build 232,Version 8.3,High,MS Win 7, > 6 GB,Desktop,2 Cores,Australia,2/14/2015
1612,53507,One_time_user,Build 232,Version 10.2,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,2/16/2015
1613,17151,Best_Customer,Build 410,Version 8.3,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,Australia,3/23/2015
1614,9888,One_time_user,Build 410,Version 7.1,Lite,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,2/8/2015
1615,43913,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,Germany,3/4/2015
1616,10840,One_time_user,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,United Kingdom,2/13/2015
1617,79340,New_Client,Build 380,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,2 Cores,Germany,1/18/2015
1618,90800,Best_Customer,Build 232,Version 8.3,High,MS Win Server 2008, > 6 GB,Desktop,4 Cores,United States,3/4/2015
1619,64884,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,4 Cores,Germany,1/29/2015
1620,74119,New_Client,Build 232,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,United States,1/29/2015
1621,14610,One_time_user,Build 410,Version 7.1,Standard,MS Win Server 2003,>2GB & <= 4 GB,Desktop,1 Core,Germany,3/14/2015
1622,87777,One_time_user,Build 232,Version 9.4,Standard,MS Win Server 2008, > 6 GB,Laptop,2 Cores,United States,3/12/2015
1623,11769,One_time_user,Build 232,Version 8.3,High,MS Win Server 2003,>2GB & <= 4 GB,Mobile,1 Core,France,1/25/2015
1624,31381,One_time_user,Build 380,Version 9.4,High,MS Win XP, > 6 GB,Desktop,8 Cores,Germany,3/30/2015
1625,50871,Best_Customer,Build 999,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Australia,1/8/2015
1626,78847,One_time_user,Build 232,Version 8.3,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,France,1/18/2015
1627,75884,Best_Customer,Build 380,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,France,3/28/2015
1628,41009,One_time_user,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,8 Cores,United Kingdom,1/22/2015
1629,83964,New_Client,Build 232,Version 8.3,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,United States,2/16/2015
1630,36919,One_time_user,Build 410,Version 10.2,Standard,MS Win Server 2003, > 6 GB,Desktop,8 Cores,Australia,3/12/2015
1631,87226,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003,>2GB & <= 4 GB,Desktop,1 Core,France,1/20/2015
1632,82627,One_time_user,Build 232,Version 10.2,Standard,MS Win Server 2003, > 6 GB,Laptop,1 Core,France,2/2/2015
1633,80093,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Mobile,4 Cores,United States,2/16/2015
1634,94865,Best_Customer,Build 232,Version 8.3,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,United States,1/20/2015
1635,40679,Best_Customer,Build 232,Version 7.1,Lite,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,United States,3/4/2015
1636,1774,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,3/30/2015
1637,55462,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Mobile,1 Core,Australia,2/19/2015
1638,6784,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,Germany,3/11/2015
1639,56611,Former_Best,Build 380,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,3/26/2015
1640,95648,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,2 Cores,Australia,3/6/2015
1641,66772,One_time_user,Build 232,Version 7.1,Lite,MS Win Server 2008, > 6 GB,Desktop,2 Cores,Australia,3/20/2015
1642,81858,Former_Best,Build 232,Version 9.4,High,MS Win 7,>512 MB  & <= 1 GB,Desktop,1 Core,United States,2/1/2015
1643,85209,One_time_user,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,3/1/2015
1644,61930,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Australia,3/6/2015
1645,81092,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,2/26/2015
1646,72342,Former_Best,Build 410,Version 7.1,Lite,MS Win XP, > 6 GB,Desktop,1 Core,Germany,1/12/2015
1647,8800,Best_Customer,Build 232,Version 7.1,Standard,MS Win XP, > 6 GB,Desktop,1 Core,Australia,1/31/2015
1648,57023,Best_Customer,Build 380,Version 7.1,High,MS Win XP,>2GB & <= 4 GB,Desktop,1 Core,United States,2/3/2015
1649,60594,Former_Best,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,3/17/2015
1650,38273,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2008,>1GB & <= 2 GB,Desktop,2 Cores,Australia,1/8/2015
1651,21358,One_time_user,Build 232,Version 8.3,Standard,MS Win Server 2008,>4GB & <= 6 GB,Desktop,8 Cores,Germany,1/11/2015
1652,58034,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,4 Cores,United Kingdom,1/9/2015
1653,73083,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,3/1/2015
1654,24204,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,1/22/2015
1655,73075,One_time_user,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,1 Core,Australia,1/5/2015
1656,32285,One_time_user,Build 232,Version 10.2,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,United Kingdom,2/26/2015
1657,26436,Former_Best,Build 410,Version 9.4,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,2/14/2015
1658,97071,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,2 Cores,United Kingdom,2/11/2015
1659,25410,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003,>1GB & <= 2 GB,Desktop,4 Cores,Spain,2/24/2015
1660,9727,Best_Customer,Build 999,Version 10.2,High,MS Win Server 2003,>4GB & <= 6 GB,Laptop,1 Core,United States,3/5/2015
1661,5292,Best_Customer,Build 999,Version 8.3,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,United States,2/21/2015
1662,61885,Best_Customer,Build 232,Version 10.2,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,1/6/2015
1663,34972,New_Client,Build 232,Version 8.3,High,MS Win 7, > 6 GB,Desktop,1 Core,Australia,1/3/2015
1664,74739,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,United States,3/13/2015
1665,25582,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,Germany,3/10/2015
1666,7532,Former_Best,Build 410,Version 10.2,Standard,MS Win Server 2008, > 6 GB,Laptop,1 Core,Germany,1/14/2015
1667,13176,Former_Best,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,Germany,2/26/2015
1668,3208,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,2/24/2015
1669,94541,Former_Best,Build 232,Version 7.1,High,MS Win XP,>4GB & <= 6 GB,Desktop,1 Core,United States,1/31/2015
1670,79675,Former_Best,Build 232,Version 8.3,High,MS Win Server 2003,>4GB & <= 6 GB,Laptop,1 Core,Germany,1/8/2015
1671,94840,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Desktop,1 Core,Australia,2/20/2015
1672,30855,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,United States,1/28/2015
1673,15955,Best_Customer,Build 380,Version 7.1,Standard,MS Win Server 2008,>1GB & <= 2 GB,Desktop,1 Core,United States,2/17/2015
1674,73966,Former_Best,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,8 Cores,Japan,2/12/2015
1675,7675,Former_Best,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,8 Cores,Germany,1/31/2015
1676,76877,One_time_user,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Mobile,8 Cores,United Kingdom,2/8/2015
1677,91300,New_Client,Build 232,Version 7.1,High,MS Win XP, <= 512 MB,Desktop,1 Core,Germany,2/23/2015
1678,6171,Former_Best,Build 410,Version 7.1,High,MS Win 7,>512 MB  & <= 1 GB,Desktop,4 Cores,Germany,3/13/2015
